ID,ISP,Philippines,Service,Server ID,Server name,Download,Upload,Ping,Packet loss,Download jitter,Upload jitter,Ping jitter,Upload latency high,Upload latency low,Upload latency avg,Download latency high,Download latency low,Download latency avg,Created at
1378,PLDT Fibre,Quezon City,ookla,7131,PLDT,608387840,893555432,0.972,,2.914,0.812,0.06,13.61,0.981,1.845,210.542,0.794,1.62,03/07/2024 11:00
1379,PLDT Fibre,Manila,ookla,7167,PLDT,618128128,838119240,1.258,,5.963,47.887,0.384,282.062,3.783,149.993,204.052,1.028,1.683,03/07/2024 11:15
1380,PLDT Fibre,Manila,ookla,7167,PLDT,617249984,679972216,1.097,,3.629,33.561,0.28,199.605,2.789,93.941,217.75,0.998,1.712,03/07/2024 11:30
1381,PLDT Fibre,Manila,ookla,7167,PLDT,612437896,845433096,1.419,,12.62,2.834,0.139,12.847,1.559,4.457,221.64,1.094,2.313,03/07/2024 11:45
1382,PLDT Fibre,Quezon City,ookla,7131,PLDT,613787416,868495176,0.984,,0.76,52.123,0.142,490.22,0.984,183.475,28.72,0.762,1.206,03/07/2024 12:00
1383,PLDT Fibre,Manila,ookla,7415,Smart Communications,612661208,633326112,1.418,0,2.566,20.383,0.061,395.888,2.913,42.799,210.636,1.13,1.866,03/07/2024 12:15
1416,PLDT Fibre,Quezon City,ookla,7131,PLDT,610327896,881071792,0.981,,0.383,1.89,0.079,14.321,1.205,2.652,14.278,0.957,1.357,03/07/2024 12:30
1417,PLDT Fibre,Quezon City,ookla,7131,PLDT,594594152,607455744,0.951,,0.575,47.389,0.213,535.801,1.156,71.326,14.794,0.928,1.575,03/07/2024 12:45
1418,PLDT Fibre,Quezon City,ookla,7131,PLDT,617509672,874733112,0.974,,11.415,11.752,0.216,131.635,3.135,43.977,237.562,0.731,7.768,03/07/2024 13:00
1419,PLDT Fibre,Quezon City,ookla,7131,PLDT,625512208,645459656,0.984,,3.515,22.408,0.204,259.774,1.268,50.384,202.864,0.878,1.422,03/07/2024 13:15
1420,PLDT Fibre,Manila,ookla,7167,PLDT,613334984,626390424,1.355,,0.553,9.268,0.26,55.087,4.583,16.976,16.435,0.977,1.551,03/07/2024 13:30
1421,PLDT Fibre,Quezon City,ookla,7131,PLDT,612143680,586444032,1.066,,0.477,67.027,0.257,924.022,1.473,333.463,15.779,0.93,1.444,03/07/2024 13:45
1422,PLDT Fibre,Quezon City,ookla,7131,PLDT,615418256,902667584,0.966,,9.313,6.189,0.084,65.569,2.181,20.881,204.467,0.945,1.733,03/07/2024 14:00
1423,PLDT Fibre,Quezon City,ookla,7131,PLDT,624532192,613159872,1.01,,5.296,9.461,0.2,413.991,0.85,1.452,207.26,1.05,1.545,03/07/2024 14:15
1424,PLDT Fibre,Quezon City,ookla,7131,PLDT,613149040,722019280,1.015,,0.357,14.875,0.157,318.719,1.001,25.744,9.103,0.941,1.374,03/07/2024 14:30
1425,PLDT Fibre,Quezon City,ookla,7131,PLDT,611284680,735864864,1.393,,3.595,7.647,0.179,244.133,0.982,11.128,202.105,0.83,1.178,03/07/2024 14:45
1426,PLDT Fibre,Manila,ookla,7167,PLDT,613908896,898711896,1.081,,2.506,2.556,0.385,26.789,1.311,4.077,212.988,0.967,1.539,03/07/2024 15:00
1427,PLDT Fibre,Manila,ookla,7167,PLDT,620217616,898429904,1.214,,5.685,1.481,0.261,14.382,1.26,2.868,228.537,0.975,1.599,03/07/2024 15:15
1428,PLDT Fibre,Quezon City,ookla,7131,PLDT,612698496,512940104,0.95,,0.485,2.91,0.07,239.668,3.205,10.871,14.04,0.959,1.481,03/07/2024 15:30
1429,PLDT Fibre,Quezon City,ookla,7131,PLDT,617625712,859012928,1.469,,0.814,1.223,0.221,15.427,0.907,2.128,15.548,0.896,1.514,03/07/2024 15:45
1430,PLDT Fibre,Quezon City,ookla,7131,PLDT,625813144,836480216,1.337,,3.991,6.83,0.199,44.596,0.979,7.745,202.698,0.987,1.457,03/07/2024 16:00
1431,PLDT Fibre,Manila,ookla,7415,Smart Communications,613536920,626984848,1.385,0,2.559,11.322,0.236,45.685,1.282,9.728,204.47,1.205,1.742,03/07/2024 16:15
1432,PLDT Fibre,Mandaluyong,ookla,36738,Converge ICT Solutions Inc.,613914608,644389592,1.395,,6.86,22.166,0.171,182.189,2.305,30.237,213.885,1.224,1.795,03/07/2024 16:30
1433,PLDT Fibre,Quezon City,ookla,7131,PLDT,623921888,613229848,0.974,,3.494,5.025,0.152,209.691,0.988,1.575,206.387,0.931,1.351,03/07/2024 16:45
1434,PLDT Fibre,Quezon City,ookla,7131,PLDT,596946592,708684104,0.951,,0.977,11.305,0.186,79.87,1.695,25.018,27.873,0.761,1.475,03/07/2024 17:00
1435,PLDT Fibre,Quezon City,ookla,7131,PLDT,624516880,764198648,0.964,,0.224,8.483,0.171,50.912,4.483,30.397,2.41,0.812,1.195,03/07/2024 17:15
1436,PLDT Fibre,Mandaluyong,ookla,36738,Converge ICT Solutions Inc.,612963808,690984320,1.393,,3.822,75.821,0.185,845.089,4.876,244.171,208.238,1.202,1.814,03/07/2024 17:30
1437,PLDT Fibre,Quezon City,ookla,7131,PLDT,614444240,822312744,1.06,,0.931,11.244,0.192,221.16,1.024,3.906,17.06,0.841,1.571,03/07/2024 17:45
1438,PLDT Fibre,Quezon City,ookla,7131,PLDT,613128352,733642112,1.058,,0.618,4.237,0.197,65.452,3.143,11.417,19.183,0.811,1.378,03/07/2024 18:00
1439,PLDT Fibre,Quezon City,ookla,7131,PLDT,624484648,700141272,1.043,,0.919,60.191,0.166,582.724,4.256,231.806,72.238,0.805,1.393,03/07/2024 18:15
1440,PLDT Fibre,Quezon City,ookla,7131,PLDT,613519400,909490568,0.955,,2.353,4.068,0.093,44.262,1.657,16.8,202.189,0.842,1.254,03/07/2024 18:30
1441,PLDT Fibre,Quezon City,ookla,7131,PLDT,627825408,808314960,1.102,,0.295,2.086,0.178,21.984,1.815,7.789,3.171,0.922,1.393,03/07/2024 18:45
1442,PLDT Fibre,Quezon City,ookla,7131,PLDT,617540480,547351456,0.983,,0.689,4.543,0.074,236.993,1.396,10.535,29.026,0.967,1.466,03/07/2024 19:00
1443,PLDT Fibre,Quezon City,ookla,7131,PLDT,626469800,834191592,1.434,,2.013,2.134,0.055,12.505,0.998,2.893,202.991,0.958,1.338,03/07/2024 19:15
1444,PLDT Fibre,Quezon City,ookla,7131,PLDT,617704736,465390328,0.998,,0.538,2.216,0.178,21.321,1.7,11.6,32.552,0.837,1.244,03/07/2024 19:30
1445,PLDT Fibre,Quezon City,ookla,7131,PLDT,623668424,679472720,1.029,,0.51,1.624,0.175,22.264,1.018,3.709,33.629,0.781,1.234,03/07/2024 19:45
1446,PLDT Fibre,Mandaluyong,ookla,36738,Converge ICT Solutions Inc.,617865000,925012088,1.538,,4.94,11.862,0.091,102.681,1.566,15.153,205.693,1.214,1.939,03/07/2024 20:00
1447,PLDT Fibre,Quezon City,ookla,7131,PLDT,588968856,801500488,0.853,,0.562,2.398,0.179,19.025,1.644,8.168,14.809,0.777,1.279,03/07/2024 20:15
1448,PLDT Fibre,Quezon City,ookla,7131,PLDT,622786136,728607568,0.982,,6.071,5.75,0.16,220.527,0.947,4.391,203.172,0.963,1.528,03/07/2024 20:30
1449,PLDT Fibre,Pasig,ookla,7123,PLDT,620289744,860782168,1.475,,0.682,25.601,0.25,178.253,2.838,87.374,38.941,1.224,1.903,03/07/2024 20:45
1450,PLDT Fibre,Quezon City,ookla,7131,PLDT,626578184,888005392,1.033,,5.803,1.807,0.115,15.668,1.347,4.706,211.215,0.93,1.491,03/07/2024 21:00
1451,PLDT Fibre,Quezon City,ookla,7131,PLDT,621220112,828390544,0.963,,2.323,7.403,0.195,222.235,1.075,3.665,202.698,0.984,1.497,03/07/2024 21:15
1452,PLDT Fibre,Quezon City,ookla,7131,PLDT,624756056,896773016,0.991,,2.143,1.913,0.131,13.538,1.487,5.107,213.022,0.865,1.29,03/07/2024 21:30
1453,PLDT Fibre,Quezon City,ookla,7131,PLDT,621244360,901570152,0.987,,0.6,5.333,0.151,52.161,2.132,8.198,22.769,0.921,1.438,03/07/2024 21:45
1454,PLDT Fibre,Quezon City,ookla,7131,PLDT,612846936,816292928,0.965,,0.416,5.521,0.208,25.97,1.165,8.946,15.494,0.99,1.427,03/07/2024 22:00
1455,PLDT Fibre,Quezon City,ookla,7131,PLDT,605075808,841169088,0.977,,0.772,1.952,0.137,31.847,3.339,15.628,18.181,0.95,1.493,03/07/2024 22:15
1456,PLDT Fibre,Quezon City,ookla,7131,PLDT,612880664,854829304,0.995,,2.436,1.694,0.166,10.182,1.033,2.184,202.3,0.894,1.439,03/07/2024 22:30
1457,PLDT Fibre,Quezon City,ookla,7131,PLDT,611623800,825615496,1.06,,4.793,7.653,0.133,74.842,3.539,17.564,216.377,0.976,1.564,03/07/2024 22:45
1458,PLDT Fibre,Quezon City,ookla,7131,PLDT,615834944,461377968,1.001,,0.882,2.337,0.124,38.015,2.966,14.777,48.399,0.911,1.546,03/07/2024 23:00
1459,PLDT Fibre,Quezon City,ookla,7131,PLDT,616234224,846271032,1.445,,0.617,3.641,0.149,25.683,0.918,6.405,30.717,0.768,1.315,03/07/2024 23:15
1460,PLDT Fibre,Quezon City,ookla,7131,PLDT,612334112,592591816,0.979,,4.501,25.954,0.146,313.101,1.104,47.411,206.438,0.937,1.433,03/07/2024 23:30
1461,PLDT Fibre,Quezon City,ookla,7131,PLDT,622786304,860245600,0.946,,3.257,4.08,0.114,49.845,4.265,20.329,207.24,0.755,1.4,03/07/2024 23:45
1462,PLDT Fibre,Quezon City,ookla,7131,PLDT,613230096,671055440,1.092,,4.563,10.354,0.38,123.734,1.158,22.567,215.618,0.75,1.306,04/07/2024 0:00
1463,PLDT Fibre,Quezon City,ookla,7131,PLDT,626778928,732373904,1.145,,1.982,18.587,0.228,184.998,5.005,63.089,204.548,0.993,1.543,04/07/2024 0:15
1464,PLDT Fibre,Quezon City,ookla,7131,PLDT,617868208,869814896,1.035,,1.231,5.623,0.18,238.186,1.163,8.377,89.925,1.134,1.721,04/07/2024 0:30
1465,PLDT Fibre,Mandaluyong,ookla,36738,Converge ICT Solutions Inc.,613306136,615744600,1.552,,2.525,8.69,0.357,212.394,1.13,1.944,211.806,1.275,1.778,04/07/2024 0:45
1466,PLDT Fibre,Quezon City,ookla,7131,PLDT,618408880,784734288,1.134,,4.608,4.128,0.298,48.994,0.927,4.183,215.261,0.832,5.933,04/07/2024 1:00
1467,PLDT Fibre,Quezon City,ookla,7131,PLDT,626498408,666920664,1.416,,0.406,11.639,0.06,491.893,2.773,25.797,14.543,0.769,1.224,04/07/2024 1:15
1468,PLDT Fibre,Quezon City,ookla,7131,PLDT,613476464,695879064,1.082,,0.988,48.643,0.197,692.21,1.935,158.494,39.064,1.001,1.554,04/07/2024 1:30
1469,PLDT Fibre,Quezon City,ookla,7131,PLDT,612991728,841306400,0.941,,0.482,0.916,0.103,12.246,1.031,2.241,15.021,0.823,1.386,04/07/2024 1:45
1470,PLDT Fibre,Quezon City,ookla,7131,PLDT,622633160,780185224,1.405,,2.162,63.732,0.08,695.498,4.638,251.319,203.748,0.797,1.383,04/07/2024 2:00
1471,PLDT Fibre,Quezon City,ookla,7131,PLDT,623685288,815693024,0.975,,6.581,10.783,0.278,94.495,4.213,50.861,212.435,0.745,1.503,04/07/2024 2:15
1472,PLDT Fibre,Quezon City,ookla,7131,PLDT,630852816,546305752,0.913,,0.743,50.912,0.106,588.501,1.033,93.107,54.349,0.79,1.213,04/07/2024 2:30
1473,PLDT Fibre,Quezon City,ookla,7131,PLDT,618845416,814549488,0.974,,6.813,12.124,0.22,104.938,5.251,46.437,237.962,0.93,8.824,04/07/2024 2:45
1474,PLDT Fibre,Quezon City,ookla,7131,PLDT,624311360,904841440,1.07,,3.247,27.636,0.222,182.895,3.603,81.639,226.911,0.805,1.403,04/07/2024 3:00
1475,PLDT Fibre,Quezon City,ookla,7131,PLDT,618202976,816965096,0.984,,4.353,0.609,0.201,11.482,0.824,1.262,216.363,0.812,1.388,04/07/2024 3:15
1476,PLDT Fibre,Quezon City,ookla,7131,PLDT,614438752,796090808,1.436,,0.582,4.822,0.236,209.783,1.089,2.882,16.41,0.813,1.197,04/07/2024 3:30
1477,PLDT Fibre,Quezon City,ookla,7131,PLDT,611063120,633846208,0.993,,0.657,1.569,0.167,39.499,1.098,29.847,22.873,0.777,1.293,04/07/2024 3:45
1478,PLDT Fibre,Quezon City,ookla,7131,PLDT,613640280,622153344,0.974,,0.316,0.791,0.085,12.27,3.493,10.78,3.334,0.958,1.391,04/07/2024 4:00
1479,PLDT Fibre,Quezon City,ookla,7131,PLDT,625201144,616472904,1.377,,3.591,2.89,0.109,205.459,0.806,1.351,202.101,0.78,1.281,04/07/2024 4:15
1480,PLDT Fibre,Quezon City,ookla,7131,PLDT,619347512,895544688,1.443,,0.75,12.209,0.47,49.652,4.579,17.531,39.937,0.793,1.17,04/07/2024 4:30
1481,PLDT Fibre,Quezon City,ookla,7131,PLDT,617130272,595383664,0.958,,4.509,81.786,0.07,1580.291,1.238,703.285,203.339,0.801,1.286,04/07/2024 4:45
1482,PLDT Fibre,Quezon City,ookla,7131,PLDT,625054080,854754472,0.957,,0.884,6.54,0.101,57.143,4.487,26.556,61.396,0.998,1.406,04/07/2024 5:00
1483,PLDT Fibre,Quezon City,ookla,7131,PLDT,623083224,870489736,1.278,,4.383,7.182,0.144,40.822,1.433,11.492,221.946,0.917,1.441,04/07/2024 5:15
1484,PLDT Fibre,Quezon City,ookla,7131,PLDT,613611240,654245272,0.972,,8.581,11.13,0.088,61.721,0.889,16.743,215.247,0.902,1.416,04/07/2024 5:30
1485,PLDT Fibre,Quezon City,ookla,7131,PLDT,617130168,629256504,0.902,,2.789,0.384,0.18,14.54,0.979,1.391,16.59,0.898,5.002,04/07/2024 5:45
1486,PLDT Fibre,Quezon City,ookla,7131,PLDT,625665136,817272024,1.019,,0.338,3.036,0.159,23.47,3.865,10.279,3.885,0.841,1.287,04/07/2024 6:00
1487,PLDT Fibre,Quezon City,ookla,7131,PLDT,613188392,811383248,0.967,,4.51,0.919,0.086,12.303,1.046,2.338,204.962,0.942,1.428,04/07/2024 6:15
1488,PLDT Fibre,Quezon City,ookla,7131,PLDT,611912248,713077696,1.385,,0.809,12.47,0.094,97.332,1.026,16.526,21.822,0.836,1.243,04/07/2024 6:30
1489,PLDT Fibre,Quezon City,ookla,7131,PLDT,619898640,667410408,0.98,,3.178,3.255,0.208,202.577,0.806,1.43,223.534,0.939,1.408,04/07/2024 6:45
1490,PLDT Fibre,Quezon City,ookla,7131,PLDT,627471864,712507792,1.203,,2.071,54.534,0.215,537.5,3.41,209.553,202.895,0.896,1.34,04/07/2024 7:00
1491,PLDT Fibre,Quezon City,ookla,7131,PLDT,617928144,892650112,1.059,,5.189,8.725,0.292,135.885,5.172,38.323,218.936,0.859,1.468,04/07/2024 7:15
1492,PLDT Fibre,Pasig,ookla,7123,PLDT,608598560,831576952,1.408,,4.439,10.523,0.085,40.433,1.47,11.159,211.916,1.139,1.655,04/07/2024 7:30
1493,PLDT Fibre,Quezon City,ookla,7131,PLDT,614877224,498240064,0.943,,4.592,66.074,0.049,1267.886,1.124,295.625,205.95,0.921,1.41,04/07/2024 7:45
1494,PLDT Fibre,Quezon City,ookla,7131,PLDT,613507064,719837960,1.438,,3.791,1.339,0.195,24.705,4.016,15.598,203.132,0.975,1.546,04/07/2024 8:00
1495,PLDT Fibre,Quezon City,ookla,7131,PLDT,627669528,613114272,0.939,,0.574,5.54,0.097,211.305,0.898,1.379,22.773,0.735,1.265,04/07/2024 8:15
1496,PLDT Fibre,Quezon City,ookla,7131,PLDT,617524744,613244536,1.08,,0.7,0.565,0.179,9.563,0.893,1.309,16.336,0.883,1.389,04/07/2024 8:30
1497,PLDT Fibre,Quezon City,ookla,7131,PLDT,620132432,613206920,0.949,,0.598,1.822,0.113,19.395,0.941,1.551,16.285,1.014,2.262,04/07/2024 8:45
1498,PLDT Fibre,Quezon City,ookla,7131,PLDT,613153768,848751192,0.95,,2.563,2.311,0.065,41.754,4.305,26.568,203.047,0.946,1.433,04/07/2024 9:00
1499,PLDT Fibre,Quezon City,ookla,7131,PLDT,612495616,827463208,0.975,,0.622,7,0.07,163.577,1.102,28.412,27.137,0.787,1.262,04/07/2024 9:15
1500,PLDT Fibre,Quezon City,ookla,7131,PLDT,621800896,803312872,1.008,,2.56,8.894,0.053,222.07,0.865,3.776,222.365,0.848,1.491,04/07/2024 9:30
1501,PLDT Fibre,Quezon City,ookla,7131,PLDT,613546024,645947280,1.007,,2.412,45.854,0.113,437.421,4.808,62.971,203.041,0.945,1.385,04/07/2024 9:45
1502,PLDT Fibre,Mandaluyong,ookla,36738,Converge ICT Solutions Inc.,613525520,613346000,1.542,,0.783,1.022,0.54,27.435,1.21,1.761,27.652,1.238,1.861,04/07/2024 10:00
1503,PLDT Fibre,Quezon City,ookla,7131,PLDT,621791952,702956352,1.318,,7.89,19.419,0.165,250.75,1.076,12.804,209.281,0.998,1.449,04/07/2024 10:15
1504,PLDT Fibre,Quezon City,ookla,7131,PLDT,619566224,613065112,1.001,,0.268,1.049,0.258,16.013,0.809,1.308,3.638,0.951,1.388,04/07/2024 10:30
1505,PLDT Fibre,Quezon City,ookla,7131,PLDT,621161384,681612704,1.491,,0.368,3.01,0.122,237.197,2.971,10.432,15.274,0.866,1.309,04/07/2024 10:45
1506,PLDT Fibre,Quezon City,ookla,7131,PLDT,626748808,889742272,0.989,,4.386,1.19,0.059,13.102,0.928,2.257,204.175,1.081,1.879,04/07/2024 11:00
1507,PLDT Fibre,Quezon City,ookla,7131,PLDT,621760424,865319248,1.044,,0.696,0.738,0.188,12.517,0.855,1.585,29.428,0.984,1.418,04/07/2024 11:15
1508,PLDT Fibre,Quezon City,ookla,7131,PLDT,612803000,857155208,0.972,,2.399,11.806,0.074,159.386,4.363,52.932,202.252,0.945,1.453,04/07/2024 11:30
1509,PLDT Fibre,Quezon City,ookla,7131,PLDT,583772192,835785016,0.99,,3.777,1.355,0.068,13.691,1.081,2.067,216.778,1.035,1.777,04/07/2024 11:45
1510,PLDT Fibre,Quezon City,ookla,7131,PLDT,625587912,714536992,1.021,,8.826,70.025,0.032,1330.718,4.893,345.869,203.21,0.912,1.479,04/07/2024 12:00
1511,PLDT Fibre,Quezon City,ookla,7131,PLDT,627265776,845085760,0.978,,0.291,0.982,0.085,14.854,0.862,1.694,5.042,0.806,1.233,04/07/2024 12:15
1512,PLDT Fibre,Quezon City,ookla,7131,PLDT,619926456,872573352,1.45,,2.047,6.876,0.196,34.949,1.181,6.984,202.857,0.716,1.208,04/07/2024 12:30
1513,PLDT Fibre,Quezon City,ookla,7131,PLDT,620170736,737436384,0.993,,0.494,15.192,0.094,88.839,1.271,27.134,21.598,0.786,1.27,04/07/2024 12:45
1514,PLDT Fibre,Quezon City,ookla,7131,PLDT,623794264,613104080,1.032,,2.133,12.551,0.237,214.113,0.902,1.663,203.658,0.994,1.431,04/07/2024 13:00
1515,PLDT Fibre,Quezon City,ookla,7131,PLDT,604677720,806769416,0.97,,4.871,4.064,0.153,29.829,0.958,4.271,217.638,0.717,1.386,04/07/2024 13:15
1516,PLDT Fibre,Quezon City,ookla,7131,PLDT,618197448,809316712,1.021,,2.141,27.306,0.114,179.033,4.821,97.617,201.942,0.747,1.315,04/07/2024 13:30
1517,PLDT Fibre,Mandaluyong,ookla,36738,Converge ICT Solutions Inc.,627148224,537083104,1.442,,0.465,65.294,0.237,515.419,3.471,151.025,17.485,1.227,1.84,04/07/2024 13:45
1518,PLDT Fibre,Mandaluyong,ookla,36738,Converge ICT Solutions Inc.,621006032,857653176,1.765,,0.32,60.201,0.344,462.065,2.99,188.766,4.592,1.117,1.711,04/07/2024 14:00
1519,PLDT Fibre,Quezon City,ookla,7131,PLDT,626029520,873962288,0.983,,2.188,4.41,0.145,105.167,4.768,22.251,202.681,0.893,1.411,04/07/2024 14:15
1520,PLDT Fibre,Quezon City,ookla,7131,PLDT,609402168,788391704,0.963,,2.47,4.115,0.145,21.444,0.898,3.935,212.769,0.838,1.271,04/07/2024 14:30
1521,PLDT Fibre,Quezon City,ookla,7131,PLDT,618365928,842186760,0.991,,0.239,8.862,0.139,209.247,1.095,5.423,2.155,0.894,1.386,04/07/2024 14:45
1522,PLDT Fibre,Quezon City,ookla,7131,PLDT,620752360,874697472,1.017,,2.732,8.194,0.112,61.826,3.094,23.857,202.987,0.738,1.364,04/07/2024 15:00
1523,PLDT Fibre,Quezon City,ookla,7131,PLDT,615879680,827001128,0.978,,1.936,10.27,0.163,139.429,4.249,30.864,45.62,0.998,2.135,04/07/2024 15:15
1524,PLDT Fibre,Quezon City,ookla,7131,PLDT,610468952,614002872,1.05,,3.948,1.858,0.124,71.242,0.827,1.599,227.85,0.919,1.413,04/07/2024 15:30
1525,PLDT Fibre,Quezon City,ookla,7131,PLDT,621048240,762542832,1.053,,2.3,19.592,0.217,102.66,1.843,13.786,203.966,0.847,1.3,04/07/2024 15:45
1526,PLDT Fibre,Quezon City,ookla,7131,PLDT,628595152,910725208,0.89,,1.675,8.764,0.135,161.99,4.538,39.513,203.309,0.929,1.419,04/07/2024 16:00
1527,PLDT Fibre,Quezon City,ookla,7131,PLDT,611466744,549380616,1.028,,0.412,10.256,0.108,256.364,2.267,11.498,15.093,0.893,1.41,04/07/2024 16:15
1528,PLDT Fibre,Quezon City,ookla,7131,PLDT,625230248,676160840,0.986,,4.202,36.977,0.113,174.4,3.942,91.738,225.767,0.937,1.45,04/07/2024 16:30
1529,PLDT Fibre,Quezon City,ookla,7131,PLDT,624426296,866316928,1.081,,2.265,2.774,0.277,12.86,1.176,3.714,208.692,0.943,1.418,04/07/2024 16:45
1530,PLDT Fibre,Quezon City,ookla,7131,PLDT,618475064,886684576,0.964,,0.389,48.8,0.148,441.695,1.952,145.109,13.181,0.72,1.143,04/07/2024 17:00
1531,PLDT Fibre,Quezon City,ookla,7131,PLDT,611707656,876097264,0.948,,5.082,4.912,0.135,33.027,1.184,6.738,213.862,1.04,2.893,04/07/2024 17:15
1532,PLDT Fibre,Quezon City,ookla,7131,PLDT,612921936,684739672,0.963,,0.376,40.591,0.127,1226.911,1.066,52.123,17.128,0.933,1.424,04/07/2024 17:30
1533,PLDT Fibre,Quezon City,ookla,7131,PLDT,614967848,749147840,0.983,,2.989,2.902,0.143,70.39,1.011,8.341,202.807,0.75,1.3,04/07/2024 17:45
1534,PLDT Fibre,Quezon City,ookla,7131,PLDT,620041416,821285096,1.074,,2.314,10.033,0.178,136.904,3.363,36.022,207.698,0.927,1.498,04/07/2024 18:00
1535,PLDT Fibre,Quezon City,ookla,7131,PLDT,617352752,671377312,0.973,,0.656,48.778,0.166,353.054,1.524,105.566,15.277,0.822,1.377,04/07/2024 18:15
1536,PLDT Fibre,Quezon City,ookla,7131,PLDT,627791096,877406344,1.073,,2.574,2.954,0.3,12.839,1.683,5.914,203.321,0.876,1.304,04/07/2024 18:30
1537,PLDT Fibre,Quezon City,ookla,7131,PLDT,622060936,857745600,0.981,,0.335,3.86,0.197,34.233,3.421,13.91,7.931,0.939,1.365,04/07/2024 18:45
1538,PLDT Fibre,Quezon City,ookla,7131,PLDT,612985368,513319968,0.962,,2.406,2.792,0.154,203.312,0.922,1.563,210.759,0.844,1.271,04/07/2024 19:00
1539,PLDT Fibre,Quezon City,ookla,7131,PLDT,566248464,697016560,0.972,,0.311,2.34,0.181,202.828,1.013,1.418,2.621,0.908,1.389,04/07/2024 19:15
1540,PLDT Fibre,Quezon City,ookla,7131,PLDT,612257744,812009488,1.078,,0.39,1.125,0.145,12.258,0.829,2.01,14.801,0.772,1.276,04/07/2024 19:30
1541,PLDT Fibre,Quezon City,ookla,7131,PLDT,613216432,865331632,0.96,,0.448,4.614,0.062,40.752,2.413,15.623,15.504,1.03,1.457,04/07/2024 19:45
1542,PLDT Fibre,Mandaluyong,ookla,36738,Converge ICT Solutions Inc.,623735912,915988664,1.419,,8.849,1.024,0.145,13.368,1.196,2.786,222.308,1.261,2.203,04/07/2024 20:00
1543,PLDT Fibre,Quezon City,ookla,7131,PLDT,617372592,787583472,1.609,,4.394,19.317,0.47,157.969,9.105,79.267,203.25,0.912,1.384,04/07/2024 20:15
1544,PLDT Fibre,Quezon City,ookla,7131,PLDT,623669648,904049072,1.327,,0.843,1.825,0.273,15.41,1.274,6.055,55.463,0.854,1.498,04/07/2024 20:30
1545,PLDT Fibre,Pasig,ookla,7123,PLDT,620040136,869947768,1.413,,2.846,1.299,0.077,12.773,1.316,3.689,228.06,1.167,1.854,04/07/2024 20:45
1546,PLDT Fibre,Quezon City,ookla,7131,PLDT,618603624,885141232,0.959,,7.58,1.379,0.092,10.281,1.422,4.293,203.648,0.784,1.334,04/07/2024 21:00
1547,PLDT Fibre,Quezon City,ookla,7131,PLDT,624726592,841240632,1.078,,0.601,4.423,0.229,26.231,2.268,8.623,34.852,0.771,1.282,04/07/2024 21:15
1548,PLDT Fibre,Quezon City,ookla,7131,PLDT,579869256,807373072,0.88,,0.508,5.03,0.168,36.814,1.017,6.447,15.107,0.798,1.31,04/07/2024 21:30
1549,PLDT Fibre,Quezon City,ookla,7131,PLDT,602336688,823603424,0.904,,0.44,38.996,0.052,252.245,1.743,109.694,13.513,0.993,1.516,04/07/2024 21:45
1550,PLDT Fibre,Pasig,ookla,7123,PLDT,605469112,621472328,9.955,,2.386,44.082,3.336,360.915,2.272,93.312,203.164,1.099,1.702,04/07/2024 22:00
1551,PLDT Fibre,Pasig,ookla,7123,PLDT,614556256,842955488,1.399,,3.043,2.822,0.167,16.448,1.645,3.972,203.841,1.207,1.884,04/07/2024 22:15
1552,PLDT Fibre,Quezon City,ookla,7131,PLDT,608519264,846024208,1.389,,6.67,7.932,0.315,60.285,3.623,11.589,203.134,0.81,1.379,04/07/2024 22:30
1553,PLDT Fibre,Quezon City,ookla,7131,PLDT,611760336,902344120,0.969,,10.396,1.117,0.121,7.511,0.908,2.666,233.24,0.82,9.589,04/07/2024 22:45
1554,PLDT Fibre,Mandaluyong,ookla,36738,Converge ICT Solutions Inc.,625423968,711096672,1.436,,2.542,3.816,0.115,66.782,1.346,10.806,215.157,1.236,1.857,04/07/2024 23:00
1555,PLDT Fibre,Quezon City,ookla,7131,PLDT,627004000,619262864,1.398,,2.273,1.66,0.319,30.473,2.054,10.668,202.74,0.92,1.408,04/07/2024 23:15
1556,PLDT Fibre,Quezon City,ookla,7131,PLDT,619031472,782665672,1.421,,0.66,1.921,0.126,14.62,1.02,2.01,16.573,0.841,1.358,04/07/2024 23:30
1557,PLDT Fibre,Quezon City,ookla,7131,PLDT,627388488,875600528,1.006,,2.104,2.885,0.187,42.746,4.006,20.007,201.523,0.819,1.247,04/07/2024 23:45
1558,PLDT Fibre,Quezon City,ookla,7131,PLDT,621324848,505990552,1.009,,3.873,3.609,0.216,235.08,3.916,10.818,222.932,0.738,1.304,05/07/2024 0:00
1559,PLDT Fibre,Quezon City,ookla,7131,PLDT,621359824,821622624,0.957,,0.577,7.623,0.046,100.435,2.731,22.14,19.454,0.947,1.495,05/07/2024 0:15
1560,PLDT Fibre,Quezon City,ookla,7131,PLDT,621400016,841383520,1.232,,4.177,1.468,0.318,12.41,1.04,2.361,204.697,0.819,1.458,05/07/2024 0:30
1561,PLDT Fibre,Quezon City,ookla,7131,PLDT,613381408,872159864,0.979,,0.42,1.077,0.1,6.736,0.923,2.221,15.887,0.806,1.184,05/07/2024 0:45
1562,PLDT Fibre,Quezon City,ookla,7131,PLDT,610237848,876136976,0.95,,3.127,3.618,0.064,42.692,2.664,11.38,204.958,0.811,1.327,05/07/2024 1:00
