ID,ISP,Philippines,Service,Server ID,Server name,Download,Upload,Ping,Packet loss,Download jitter,Upload jitter,Ping jitter,Upload latency high,Upload latency low,Upload latency avg,Download latency high,Download latency low,Download latency avg,Created at
466,PLDT Fibre,Manila,ookla,7167,PLDT,622916320,885754024,1.443,,2.817,6.178,0.138,52.113,1.475,7.979,202.832,1.026,1.583,23/06/2024 19:15
467,PLDT Fibre,Manila,ookla,7167,PLDT,607912856,827164368,1.416,,0.809,5.31,0.194,44.985,4.553,24.128,21.934,1.082,1.624,23/06/2024 19:30
468,PLDT Fibre,Quezon City,ookla,7131,PLDT,618511440,529183096,0.988,,0.479,51.588,0.153,404.711,4.325,139.983,11.2,0.831,1.283,23/06/2024 19:45
469,PLDT Fibre,Manila,ookla,7167,PLDT,621544856,560296344,1.393,,2.562,32.651,0.171,266.086,1.701,49.501,203.252,1.072,1.808,23/06/2024 20:00
470,PLDT Fibre,Quezon City,ookla,7131,PLDT,617865816,736004376,1.166,,2.167,12.152,0.172,236.902,2.022,10.51,205.226,1,1.372,23/06/2024 20:15
471,PLDT Fibre,Quezon City,ookla,7131,PLDT,627606000,891082720,1.549,,7.453,27.527,0.226,217.061,4.383,96.576,224.575,0.881,1.484,23/06/2024 20:30
472,PLDT Fibre,Quezon City,ookla,7131,PLDT,618405544,823379864,1.048,,2.769,10.795,0.203,299.952,0.796,15.915,203.564,0.973,1.495,23/06/2024 20:45
473,PLDT Fibre,Manila,ookla,7167,PLDT,619141496,581501712,0.976,,0.497,67.02,0.143,644.364,2.127,286.239,22.699,1.043,1.569,23/06/2024 21:00
474,PLDT Fibre,Quezon City,ookla,7131,PLDT,621067120,762744248,0.992,,1.006,2.422,0.121,12.918,1.165,5.79,81.192,0.788,1.289,23/06/2024 21:15
475,PLDT Fibre,Quezon City,ookla,7131,PLDT,612647248,627029136,0.928,,0.886,7.284,0.03,220.101,1.142,3.543,18.336,0.956,1.628,23/06/2024 21:30
476,PLDT Fibre,Manila,ookla,7415,Smart Communications,613317640,867952296,1.395,0,3.789,11.903,0.143,354.316,1.353,2.905,211.338,1.24,1.991,23/06/2024 21:45
477,PLDT Fibre,Quezon City,ookla,7131,PLDT,612884848,855016232,0.96,,2.397,3.956,0.062,25.784,1.756,15.149,208.869,0.809,1.272,23/06/2024 22:00
478,PLDT Fibre,Quezon City,ookla,7131,PLDT,621593000,896248960,0.955,,0.564,11.754,0.057,276.393,2.257,21.481,25.137,0.739,1.209,23/06/2024 22:15
479,PLDT Fibre,Quezon City,ookla,7131,PLDT,612324664,608141528,0.919,,5.681,22.963,0.073,247.18,0.923,12.325,220.748,0.75,1.421,23/06/2024 22:30
480,PLDT Fibre,Quezon City,ookla,7131,PLDT,625566024,613289016,1.11,,0.317,0.87,0.156,19.34,0.795,1.217,2.821,0.81,1.253,23/06/2024 22:45
481,PLDT Fibre,Quezon City,ookla,7131,PLDT,619167416,894427768,1.239,,0.6,4.697,0.425,33.433,1.282,7.739,34.898,0.784,1.349,23/06/2024 23:00
482,PLDT Fibre,Quezon City,ookla,7131,PLDT,622727864,691568720,0.956,,2.118,21.533,0.083,119.69,1.223,23.342,203.13,0.932,1.426,23/06/2024 23:15
483,PLDT Fibre,Manila,ookla,7167,PLDT,615541920,703926784,1.36,,4.927,54.935,0.217,690.15,3.063,219.711,229.183,0.932,1.809,23/06/2024 23:30
484,PLDT Fibre,Quezon City,ookla,7131,PLDT,623644080,779895760,1.116,,6.011,5.769,0.288,265.655,3.556,20.846,203.245,0.894,1.393,23/06/2024 23:45
485,PLDT Fibre,Quezon City,ookla,7131,PLDT,618336136,817648184,0.966,,0.675,0.803,0.149,9.542,1.208,2.39,24.993,0.803,1.293,24/06/2024 0:00
486,PLDT Fibre,Quezon City,ookla,7131,PLDT,620747424,886952088,1.444,,2.575,0.654,0.247,10.705,0.838,1.638,224.036,0.897,1.494,24/06/2024 0:15
487,PLDT Fibre,Quezon City,ookla,7131,PLDT,618111824,485027296,1.237,,0.996,56.68,0.498,565.478,1.074,134.694,28.329,0.992,1.48,24/06/2024 0:30
488,PLDT Fibre,Quezon City,ookla,7131,PLDT,618101640,545612352,1.256,,13.928,36.911,0.323,536.732,1.932,47.54,206.993,0.905,2.318,24/06/2024 0:45
489,PLDT Fibre,Quezon City,ookla,7131,PLDT,622715112,613119464,0.942,,4.023,0.494,0.105,11.938,0.766,1.151,211.479,0.779,1.205,24/06/2024 1:00
490,PLDT Fibre,Quezon City,ookla,7131,PLDT,613024784,848993736,1.082,,3.882,1.251,0.374,12.414,1.118,5.309,229.537,0.865,1.29,24/06/2024 1:15
491,PLDT Fibre,Quezon City,ookla,7131,PLDT,625715232,799459744,0.974,,2.729,0.94,0.142,11.836,0.86,1.671,203.16,0.914,1.86,24/06/2024 1:30
492,PLDT Fibre,Quezon City,ookla,7131,PLDT,626563464,842029368,0.963,,0.408,7.326,0.104,29.911,1.267,5.173,14.923,0.913,1.38,24/06/2024 1:45
493,PLDT Fibre,Manila,ookla,7167,PLDT,613644024,788603368,0.945,,0.517,1.819,0.03,9.979,1.095,2.514,18.769,1.067,1.691,24/06/2024 2:00
494,PLDT Fibre,Quezon City,ookla,7131,PLDT,616686944,669654880,1.211,,2.591,59.012,0.352,351.3,2.884,118.64,202.399,0.75,1.332,24/06/2024 2:15
495,PLDT Fibre,Quezon City,ookla,7131,PLDT,611890400,707951544,1.089,,6.979,24.547,0.16,230.908,0.976,16.826,207.043,0.999,1.629,24/06/2024 2:30
496,PLDT Fibre,Quezon City,ookla,7131,PLDT,615217144,768055448,1.129,,2.493,36.675,0.113,299.595,3.07,115.514,202.101,0.769,1.282,24/06/2024 2:45
497,PLDT Fibre,Quezon City,ookla,7131,PLDT,613544136,871140000,0.96,,0.47,1.585,0.062,15.196,1.276,5.607,14.259,0.771,1.284,24/06/2024 3:00
498,PLDT Fibre,Quezon City,ookla,7131,PLDT,628153800,668661624,0.939,,0.522,65.189,0.06,353.751,1.95,115.541,32.984,0.92,1.399,24/06/2024 3:15
499,PLDT Fibre,Quezon City,ookla,7131,PLDT,618902296,847690736,1.073,,2.123,12.914,0.173,168.496,4.283,27.279,202.62,0.794,1.334,24/06/2024 3:30
500,PLDT Fibre,Quezon City,ookla,7131,PLDT,614096456,721373104,1.064,,2.471,5.354,0.271,63.671,1.7,35.768,202.972,0.795,1.265,24/06/2024 3:45
501,PLDT Fibre,Quezon City,ookla,7131,PLDT,620796056,653020560,1.433,,0.806,74.89,0.184,1432.598,4.095,520.18,56.583,0.775,1.268,24/06/2024 4:00
502,PLDT Fibre,Quezon City,ookla,7131,PLDT,613423296,835770992,1.102,,3.221,5.037,0.191,34.719,2.145,14.654,202.891,0.989,1.51,24/06/2024 4:15
503,PLDT Fibre,Quezon City,ookla,7131,PLDT,614433944,770269472,0.984,,0.477,4.049,0.201,27.542,0.837,4.27,15.251,0.808,1.325,24/06/2024 4:30
504,PLDT Fibre,Manila,ookla,7167,PLDT,621168736,915681896,1.102,,2.856,4.33,0.289,44.534,2.574,19.344,202.917,1.005,1.52,24/06/2024 4:45
505,PLDT Fibre,Manila,ookla,7167,PLDT,627680296,697788128,0.979,,2.393,5.571,0.224,102.361,4.717,33.786,202.837,0.975,1.584,24/06/2024 5:00
506,PLDT Fibre,Quezon City,ookla,7131,PLDT,612969424,545211584,1.078,,0.461,16.11,0.134,136.731,3.45,73.208,14.821,1.001,1.413,24/06/2024 5:15
507,PLDT Fibre,Quezon City,ookla,7131,PLDT,613820576,873658688,1.308,,0.532,13.766,0.265,141.704,4.184,58.01,17.325,0.927,1.415,24/06/2024 5:30
508,PLDT Fibre,Quezon City,ookla,7131,PLDT,618576584,869405520,1.005,,2.932,23.272,0.127,167.204,3.98,89.352,219.713,0.816,1.469,24/06/2024 5:45
509,PLDT Fibre,Quezon City,ookla,7131,PLDT,613481424,631129784,1.102,,0.594,38.059,0.237,265.14,2.571,81.886,16.894,0.822,1.268,24/06/2024 6:00
510,PLDT Fibre,Manila,ookla,7167,PLDT,611638272,788927992,0.993,,2.562,4.39,0.17,78.13,4.834,47.627,215.389,0.955,1.666,24/06/2024 6:15
511,PLDT Fibre,Quezon City,ookla,7131,PLDT,612836416,855103248,1.19,,0.439,2.217,0.354,32.627,2.102,17.959,17.872,0.926,1.38,24/06/2024 6:30
512,PLDT Fibre,Quezon City,ookla,7131,PLDT,614586048,872879800,0.968,,0.361,2.58,0.096,32.341,2.572,13.53,14.078,0.969,1.444,24/06/2024 6:45
513,PLDT Fibre,Manila,ookla,7167,PLDT,620399904,571225800,1.412,,2.296,73.443,0.07,774.039,1.481,344.675,202.532,1.011,1.543,24/06/2024 7:00
514,PLDT Fibre,Manila,ookla,7167,PLDT,613714160,626212272,0.987,,4.506,45.218,0.155,470.023,1.043,145.018,203.075,1.047,1.679,24/06/2024 7:15
515,PLDT Fibre,Manila,ookla,7167,PLDT,617155984,672167408,1.086,,6.087,20.745,0.188,176.661,3.153,59.024,233.898,1.027,1.694,24/06/2024 7:30
516,PLDT Fibre,Manila,ookla,7167,PLDT,620561480,868426184,1.075,,6.235,1.811,0.152,21.01,1.105,2.631,221.3,0.987,1.629,24/06/2024 7:45
517,PLDT Fibre,Quezon City,ookla,7131,PLDT,627095960,757490104,0.936,,2.316,69.87,0.068,804.877,1.169,315.642,203.004,0.879,1.431,24/06/2024 8:00
518,PLDT Fibre,Quezon City,ookla,7131,PLDT,624191648,784943952,0.937,,2.872,5.295,0.083,27.511,2.011,8.552,225.568,0.866,1.431,24/06/2024 8:15
519,PLDT Fibre,Quezon City,ookla,7131,PLDT,628351704,850903960,1.497,,5.957,1.177,0.211,7.568,0.916,2.458,203.545,0.861,1.45,24/06/2024 8:30
520,PLDT Fibre,Quezon City,ookla,7131,PLDT,623990640,742154272,1.045,,0.536,8.159,0.101,243.138,1.189,10.685,29.249,0.825,1.242,24/06/2024 8:45
521,PLDT Fibre,Quezon City,ookla,7131,PLDT,613207888,792767408,0.964,,2.452,9.276,0.127,293.945,1.329,28.099,202.838,0.927,1.389,24/06/2024 9:00
522,PLDT Fibre,Quezon City,ookla,7131,PLDT,629214432,745058160,1.095,,0.956,5.171,0.237,50.367,4.988,22.859,37.629,0.871,4.089,24/06/2024 9:15
523,PLDT Fibre,Quezon City,ookla,7131,PLDT,619767912,797712328,1.05,,5.907,0.921,0.206,12.391,0.956,1.712,208.003,0.897,1.524,24/06/2024 9:30
524,PLDT Fibre,Quezon City,ookla,7131,PLDT,614035632,681136592,0.98,,4.467,28.411,0.141,189.326,0.988,22.975,203.972,0.909,1.355,24/06/2024 9:45
525,PLDT Fibre,Quezon City,ookla,7131,PLDT,624901704,610072040,0.998,,0.765,0.755,0.155,17.217,4.171,10.611,48.881,0.794,1.336,24/06/2024 10:00
526,PLDT Fibre,Quezon City,ookla,7131,PLDT,623004216,722871000,0.928,,2.616,1.809,0.089,13.453,1.197,10.261,203.953,0.766,1.365,24/06/2024 10:15
527,PLDT Fibre,Quezon City,ookla,7131,PLDT,612791000,620180888,0.985,,6.337,1.344,0.12,14.342,1.903,10.826,203.318,0.943,1.451,24/06/2024 10:30
528,PLDT Fibre,Quezon City,ookla,7131,PLDT,615980888,851954744,1.061,,0.587,3.716,0.126,14.118,0.926,3.407,15.597,1.024,1.435,24/06/2024 10:45
529,PLDT Fibre,Quezon City,ookla,7131,PLDT,619180984,831139248,0.982,,4.576,1.09,0.142,14.689,1.01,2.145,203.183,0.771,1.29,24/06/2024 11:00
530,PLDT Fibre,Quezon City,ookla,7131,PLDT,621613152,649193448,1.058,,0.738,0.882,0.127,13.144,0.824,1.196,33.812,0.945,1.548,24/06/2024 11:15
531,PLDT Fibre,Quezon City,ookla,7131,PLDT,624795976,917126328,0.986,,0.718,6.789,0.164,64.643,1.105,17.585,19.169,0.992,1.915,24/06/2024 11:30
532,PLDT Fibre,Manila,ookla,7167,PLDT,628765760,636407776,1.102,,1.878,9.918,0.216,58.328,0.983,8.584,203.935,1.045,1.506,24/06/2024 11:45
533,PLDT Fibre,Quezon City,ookla,7131,PLDT,619201528,852789352,0.978,,2.151,3.14,0.15,30.198,1.091,3.737,202.825,0.82,1.232,24/06/2024 12:00
534,PLDT Fibre,Quezon City,ookla,7131,PLDT,616556600,862633664,1.431,,1.464,5.646,0.324,47.101,1.362,8.884,18.499,0.787,1.633,24/06/2024 12:15
535,PLDT Fibre,Manila,ookla,7167,PLDT,625899600,826270544,1.397,,2.277,56.932,0.122,484.977,4.492,191.297,204.391,1.007,1.588,24/06/2024 12:30
536,PLDT Fibre,Manila,ookla,7167,PLDT,612956704,693117192,0.952,,6.664,5.894,0.037,236.536,1.476,10.833,207.552,1.04,1.588,24/06/2024 12:45
537,PLDT Fibre,Quezon City,ookla,7131,PLDT,620597544,597128200,0.969,,2.46,79.04,0.032,453.608,1.265,178.133,202.738,0.817,1.318,24/06/2024 13:00
538,PLDT Fibre,Quezon City,ookla,7131,PLDT,612193440,843565632,1.107,,3.325,3.493,0.327,22.309,3.417,10.418,203.055,0.745,1.298,24/06/2024 13:15
539,PLDT Fibre,Quezon City,ookla,7131,PLDT,613683736,838749128,0.969,,0.406,6.302,0.103,50.99,2.698,11.973,14.397,0.795,1.207,24/06/2024 13:30
540,PLDT Fibre,Quezon City,ookla,7131,PLDT,619897784,825966048,0.986,,5.954,2.091,0.184,26.354,1.789,9.499,203,0.859,1.437,24/06/2024 13:45
541,PLDT Fibre,Quezon City,ookla,7131,PLDT,614372816,606741016,1.413,,0.623,20.787,0.12,340.308,2.721,40.053,16.628,1.029,1.456,24/06/2024 14:00
542,PLDT Fibre,Quezon City,ookla,7131,PLDT,611256288,715514696,1.259,,4.153,5.382,0.401,219.509,1.168,5.432,217.633,0.734,1.281,24/06/2024 14:15
543,PLDT Fibre,Manila,ookla,7167,PLDT,613885904,897730256,1.374,,2.602,2.79,0.029,12.29,1.007,4.599,208.181,1.072,1.54,24/06/2024 14:30
544,PLDT Fibre,Quezon City,ookla,7131,PLDT,617472560,899040312,0.93,,5.607,4.918,0.127,42.392,2.415,8.772,219.858,0.917,1.583,24/06/2024 14:45
545,PLDT Fibre,Quezon City,ookla,7131,PLDT,619076888,640665416,0.977,,0.618,12.023,0.233,66.181,3.154,31.855,27.084,0.969,1.459,24/06/2024 15:00
546,PLDT Fibre,Quezon City,ookla,7131,PLDT,620116952,613015728,1.381,,2.362,0.783,0.06,12.228,0.803,1.23,215.003,0.94,1.42,24/06/2024 15:15
547,PLDT Fibre,Quezon City,ookla,7131,PLDT,612394952,662301544,1.119,,0.938,0.393,0.288,12.959,0.825,1.21,39.977,0.883,1.415,24/06/2024 15:30
548,PLDT Fibre,Quezon City,ookla,7131,PLDT,606697176,707395184,1.15,,1.311,11.259,0.224,135.466,1.116,42.638,20.235,0.928,1.649,24/06/2024 15:45
549,PLDT Fibre,Manila,ookla,7167,PLDT,608948808,889717808,1.391,,4.031,10.319,0.208,61.355,4.821,30.528,205.382,1.017,2.142,24/06/2024 16:00
550,PLDT Fibre,Manila,ookla,7167,PLDT,613262976,585393368,1.06,,9.136,75.574,0.087,1151.064,5.815,368.329,204.296,1.052,1.537,24/06/2024 16:15
551,PLDT Fibre,Quezon City,ookla,7131,PLDT,609150880,736644688,0.918,,0.459,7.144,0.138,225.755,1.587,10.712,17.138,0.751,1.364,24/06/2024 16:30
552,PLDT Fibre,Quezon City,ookla,7131,PLDT,620238512,649188248,0.958,,4.144,39.673,0.091,354.484,1.662,82.645,231.627,0.959,1.46,24/06/2024 16:45
553,PLDT Fibre,Quezon City,ookla,7131,PLDT,625867672,883756912,1.004,,2.44,0.99,0.172,12.94,1.007,2.406,203.017,0.839,1.294,24/06/2024 17:00
554,PLDT Fibre,Quezon City,ookla,7131,PLDT,621941544,905138848,1,,0.752,0.854,0.167,8.732,1.258,2.197,21.155,0.766,1.248,24/06/2024 17:15
555,PLDT Fibre,Quezon City,ookla,7131,PLDT,623648752,841652920,1.369,,2.241,1.879,0.052,9.566,0.823,2.565,202.905,0.799,1.351,24/06/2024 17:30
556,PLDT Fibre,Quezon City,ookla,7131,PLDT,612584216,615957312,0.966,,2.441,44.301,0.04,280.398,1.541,94.966,212.952,0.97,1.405,24/06/2024 19:00
557,PLDT Fibre,Manila,ookla,7167,PLDT,609443008,672080824,0.96,,2.442,4.607,0.056,215.448,1.291,4.915,202.758,1.044,1.552,24/06/2024 19:15
558,PLDT Fibre,Quezon City,ookla,7131,PLDT,614788976,887531152,0.977,,0.34,2.773,0.025,29.845,1.455,7.598,14.09,0.947,1.367,24/06/2024 19:30
559,PLDT Fibre,Quezon City,ookla,7131,PLDT,622566952,887834552,0.981,,0.836,1.762,0.049,13.365,0.873,8.102,42.251,0.994,1.502,24/06/2024 19:45
560,PLDT Fibre,Quezon City,ookla,7131,PLDT,614946440,557841376,0.973,,0.464,59.586,0.074,1399.168,1.169,277.011,8.102,1.036,1.495,24/06/2024 20:00
561,PLDT Fibre,Quezon City,ookla,7131,PLDT,612439168,798669088,1.02,,0.398,27.537,0.164,412.854,2.04,32.288,20.196,0.974,1.424,24/06/2024 20:15
562,PLDT Fibre,Quezon City,ookla,7131,PLDT,621962848,627917992,0.971,,2.317,72.219,0.047,468.753,1.448,148.217,202.417,0.711,1.301,24/06/2024 20:30
563,PLDT Fibre,Quezon City,ookla,7131,PLDT,601816976,478426320,0.948,,0.421,4.628,0.042,68.957,2.727,31.136,3.105,0.925,1.415,24/06/2024 20:45
564,PLDT Fibre,Quezon City,ookla,7131,PLDT,617797664,897867376,1.067,,0.831,4.645,0.45,218.328,1.395,8.397,16.07,1.471,5.897,24/06/2024 21:00
565,PLDT Fibre,Quezon City,ookla,7131,PLDT,625670368,859754144,0.979,,3.938,3.524,0.376,32.288,1.073,3.92,212.75,0.925,1.424,24/06/2024 21:15
566,PLDT Fibre,Quezon City,ookla,7131,PLDT,626107496,613230328,0.973,,0.35,17.692,0.038,416.885,0.885,1.515,14.759,0.947,1.369,24/06/2024 21:30
567,PLDT Fibre,Quezon City,ookla,7131,PLDT,619671832,913117320,0.973,,0.661,2.761,0.175,29.546,1.011,8.902,49.42,0.795,1.246,24/06/2024 21:45
568,PLDT Fibre,Quezon City,ookla,7131,PLDT,613527240,709398208,0.943,,5.275,25.954,0.112,550.854,1.6,24.726,204.928,0.949,1.519,24/06/2024 22:00
570,PLDT Fibre,Quezon City,ookla,7131,PLDT,612899648,469490248,1.421,,2.836,2.484,0.279,206.453,0.952,1.337,211.525,0.794,1.455,24/06/2024 22:45
571,PLDT Fibre,Quezon City,ookla,7131,PLDT,623148088,895150992,0.982,,2.371,4.478,0.259,42.301,1.317,7.656,202.801,0.784,1.317,24/06/2024 23:00
572,PLDT Fibre,Quezon City,ookla,7131,PLDT,622376648,900118096,0.98,,0.61,12.02,0.038,49.647,2.007,10.715,25.291,0.78,1.175,24/06/2024 23:15
573,PLDT Fibre,Quezon City,ookla,7131,PLDT,628467176,702833216,0.965,,2.341,71.28,0.118,1018.255,6.567,342.92,201.931,0.726,1.217,24/06/2024 23:30
574,PLDT Fibre,Quezon City,ookla,7131,PLDT,614230624,705917536,0.95,,0.395,4.572,0.061,237.632,2.04,10.783,14.382,0.773,1.208,24/06/2024 23:45
575,PLDT Fibre,Manila,ookla,7167,PLDT,625548840,919574272,1.238,,2.183,5.94,0.468,56.048,2.44,11.544,209.088,1.04,1.533,25/06/2024 0:00
576,PLDT Fibre,Mandaluyong,ookla,36738,Converge ICT Solutions Inc.,622510288,632683392,1.546,,0.918,33.306,0.097,1080.976,1.695,26.826,33.528,1.278,1.893,25/06/2024 0:15
577,PLDT Fibre,Quezon City,ookla,7131,PLDT,619693608,926578520,1.124,,0.493,5.172,0.28,43.476,1.331,19.988,20.958,0.797,1.208,25/06/2024 0:30
578,PLDT Fibre,Quezon City,ookla,7131,PLDT,609215104,700489800,1.339,,2.077,27.523,0.19,246.456,0.8,24.63,13.243,0.727,2.254,25/06/2024 0:45
579,PLDT Fibre,Quezon City,ookla,7131,PLDT,625504600,908914136,1.46,,2.156,1.103,0.125,11.792,1.051,2.649,218.803,0.84,1.313,25/06/2024 1:00
580,PLDT Fibre,Manila,ookla,7167,PLDT,613943656,869092888,0.951,,6.611,16.044,0.122,166.594,5.48,78.753,213.557,0.868,1.399,25/06/2024 1:15
581,PLDT Fibre,Quezon City,ookla,7131,PLDT,627769376,869913248,0.961,,0.277,1.471,0.153,17.307,2.391,7.335,5.498,0.747,1.142,25/06/2024 1:30
582,PLDT Fibre,Quezon City,ookla,7131,PLDT,613313552,913693136,0.977,,5.731,15.842,0.045,171.232,3.319,75.626,204.477,0.882,1.366,25/06/2024 1:45
583,PLDT Fibre,Quezon City,ookla,7131,PLDT,613810496,663499080,0.986,,0.491,66.638,0.049,685.465,6.019,239.711,13.886,0.928,1.409,25/06/2024 2:00
584,PLDT Fibre,Quezon City,ookla,7131,PLDT,625448416,831689152,1.316,,0.483,2.377,0.172,12.011,1.141,5.773,19.552,0.788,1.297,25/06/2024 2:15
585,PLDT Fibre,Quezon City,ookla,7131,PLDT,613112896,687326688,0.978,,4.426,21.106,0.053,268.946,0.917,23.886,202.675,0.803,1.207,25/06/2024 2:30
586,PLDT Fibre,Manila,ookla,7167,PLDT,622194200,844316048,1.433,,0.411,5.438,0.07,57.416,5.851,36.839,15.384,1.013,1.583,25/06/2024 2:45
587,PLDT Fibre,Manila,ookla,7167,PLDT,613600384,841523104,0.98,,0.408,5.706,0.036,203.974,1.051,2.335,14.533,1.015,1.489,25/06/2024 3:00
588,PLDT Fibre,Quezon City,ookla,7131,PLDT,626939912,650142200,0.963,,5.613,10.892,0.029,279.709,1.119,32.28,203.318,0.942,1.419,25/06/2024 3:15
589,PLDT Fibre,Manila,ookla,7167,PLDT,625158688,664696616,0.975,,0.651,21.025,0.017,256.141,3.705,13.098,49.56,0.973,1.544,25/06/2024 3:30
590,PLDT Fibre,Quezon City,ookla,7131,PLDT,625078584,882539576,0.971,,5.53,3.609,0.053,25.661,1.141,5.731,212.983,0.757,1.276,25/06/2024 3:45
591,PLDT Fibre,Quezon City,ookla,7131,PLDT,618470968,906353544,0.987,,2.553,1.756,0.067,14.831,1.178,3.815,202.49,0.98,1.458,25/06/2024 4:00
592,PLDT Fibre,Manila,ookla,7415,Smart Communications,620183856,861049376,1.565,0,4.021,1.304,0.165,29.415,1.308,1.983,206.28,1.263,1.749,25/06/2024 4:15
593,PLDT Fibre,Quezon City,ookla,7131,PLDT,619729200,613132960,1.459,,0.433,0.422,0.044,8.399,0.748,1,22.257,0.8,1.285,25/06/2024 4:30
594,PLDT Fibre,Manila,ookla,7167,PLDT,616150464,920088536,1.003,,4.365,1.038,0.253,9.399,1.098,2.223,216.994,1.075,1.518,25/06/2024 4:45
595,PLDT Fibre,Quezon City,ookla,7131,PLDT,614592320,468626584,1.416,,3.62,62.271,0.118,541.892,1.11,125.7,207.402,0.934,1.416,25/06/2024 5:00
596,PLDT Fibre,Manila,ookla,7415,Smart Communications,597069112,882253168,1.5,0,0.847,13.988,0.092,411.869,1.497,7.584,44.485,1.343,1.844,25/06/2024 5:15
597,PLDT Fibre,Manila,ookla,7415,Smart Communications,628146024,815699288,1.413,0,0.512,59.514,0.135,389.843,2.826,216.991,14.664,1.33,4.47,25/06/2024 5:30
598,PLDT Fibre,Quezon City,ookla,7131,PLDT,613240616,928214608,0.97,,3.191,9.928,0.025,57.129,2.139,15.401,204.199,0.97,1.417,25/06/2024 5:45
599,PLDT Fibre,Quezon City,ookla,7131,PLDT,617130464,642951760,0.978,,0.609,15.501,0.026,292.693,1.467,18.506,13.931,0.979,1.512,25/06/2024 6:00
600,PLDT Fibre,Quezon City,ookla,7131,PLDT,620623856,897841112,0.972,,4.893,2.363,0.016,27.248,3.467,10.989,208.362,0.848,1.284,25/06/2024 6:15
601,PLDT Fibre,Quezon City,ookla,7131,PLDT,612955064,613147336,0.974,,2.337,0.53,0.032,11.519,0.83,1.182,202.062,0.943,1.381,25/06/2024 6:30
602,PLDT Fibre,Quezon City,ookla,7131,PLDT,610185872,676712488,0.981,,0.312,35.155,0.047,357.199,0.865,31.982,14.178,0.725,1.098,25/06/2024 6:45
603,PLDT Fibre,Quezon City,ookla,7131,PLDT,614260528,906602592,0.989,,0.722,19.629,0.024,259.109,1.959,19.759,27.827,0.754,1.231,25/06/2024 7:00
604,PLDT Fibre,Manila,ookla,7167,PLDT,614125552,920917096,1.126,,3.896,31.639,0.333,208.062,2.318,58.38,216.98,0.978,1.537,25/06/2024 7:15
605,PLDT Fibre,Manila,ookla,7167,PLDT,609158856,609252072,0.984,,3.264,23.479,0.026,978.946,1.144,34.65,205.705,0.992,1.664,25/06/2024 7:30
606,PLDT Fibre,Quezon City,ookla,7131,PLDT,626700608,583621720,1.454,,2.12,0.908,0.096,22.145,3.043,10.871,202.915,0.982,1.401,25/06/2024 7:45
607,PLDT Fibre,Quezon City,ookla,7131,PLDT,624424584,613734560,1.048,,0.233,0.801,0.093,25.866,0.898,1.269,6.398,0.676,1.147,25/06/2024 8:00
608,PLDT Fibre,Quezon City,ookla,7131,PLDT,622672576,595986720,0.962,,0.281,25.096,0.103,176.574,1.684,22.053,2.526,0.81,1.28,25/06/2024 8:15
609,PLDT Fibre,Quezon City,ookla,7131,PLDT,625306624,822615672,0.978,,4.002,0.684,0.036,9.049,0.964,1.386,204.119,0.802,1.92,25/06/2024 8:30
610,PLDT Fibre,Quezon City,ookla,7131,PLDT,617447312,472665648,0.968,,0.995,69.053,0.035,553.674,1.058,134.891,26.365,0.897,1.52,25/06/2024 8:45
611,PLDT Fibre,Quezon City,ookla,7131,PLDT,624951304,920981224,0.975,,0.426,2.164,0.017,11.258,0.773,3.213,19.952,0.725,1.261,25/06/2024 9:00
612,PLDT Fibre,Quezon City,ookla,7131,PLDT,611593560,691756232,1.082,,2.576,3.812,0.223,40.811,1.331,4.447,203.037,0.927,1.38,25/06/2024 9:15
613,PLDT Fibre,Quezon City,ookla,7131,PLDT,622143520,860373392,0.939,,0.608,11.456,0.105,74.733,1.323,19.34,32.998,0.734,1.214,25/06/2024 9:30
614,PLDT Fibre,Quezon City,ookla,7131,PLDT,619474312,738513336,1.104,,2.478,32.104,0.221,291.708,1.386,49.305,203.203,0.771,1.244,25/06/2024 9:45
615,PLDT Fibre,Quezon City,ookla,7131,PLDT,614375840,860670184,0.96,,0.36,4.812,0.134,81.011,4.879,22.315,14.34,0.648,1.143,25/06/2024 10:00
616,PLDT Fibre,Mandaluyong,ookla,36738,Converge ICT Solutions Inc.,613217976,689705320,1.555,,0.387,2.121,0.277,15.783,1.364,10.518,14.556,1.132,1.682,25/06/2024 10:15
617,PLDT Fibre,Quezon City,ookla,7131,PLDT,610770760,603947520,0.978,,4.5,79.155,0.207,911.177,0.762,417.501,211.616,0.793,1.245,25/06/2024 10:30
618,PLDT Fibre,Quezon City,ookla,7131,PLDT,613054528,613660728,0.948,,2.369,2.605,0.054,83.051,0.856,1.329,211.307,0.77,1.202,25/06/2024 10:45
619,PLDT Fibre,Quezon City,ookla,7131,PLDT,612384056,928250728,0.961,,0.664,2.213,0.079,17.755,0.961,8.905,24.103,0.953,1.422,25/06/2024 11:00
620,PLDT Fibre,Manila,ookla,7167,PLDT,618346104,613079240,1.096,,2.656,2.696,0.288,208.189,0.923,1.283,213.125,1.035,1.652,25/06/2024 11:15
621,PLDT Fibre,Quezon City,ookla,7131,PLDT,623962416,843827848,0.961,,0.886,2.031,0.173,9.703,0.918,2.671,70.751,0.748,1.211,25/06/2024 11:30
622,PLDT Fibre,Quezon City,ookla,7131,PLDT,621015192,613063960,0.951,,0.72,11.686,0.222,215.073,0.821,1.465,49.994,0.817,1.278,25/06/2024 11:45
